type,clientId,canonicalId,duplicateIds,amount,date,notes
finance,cmi3syz6o0001cmok4cu1byba,cmi3vjp1f000acmok3svelnk0,"cmi3vyimd000hcmokxd6dhwkg",600,2025-11-18,duplicate_finance_group
